Bulk ID,Miller Index,Trajectory ID in OC22,Bulk Symbols,Energy_type,Melting_point (K),ΔEhull (meV/atom),Is_stable,Esurf.,Predicted Eadh (J/m2) ,Predicted Contact Angle θ ,Is_NNMD or iGAM
mp-19455,"(0, 1, 0)",MnMoO4_mp-19455_clean_5aRL9zlAi1,Mn2Mo2O8,GGA+U,1584,4.4,Meta-stable,10.12,-1.97,76.83,6-features iGAM
mp-27716,"(1, 1, -2)",KTlO_mp-27716_clean_vvla9NWr9r,K4Tl4O4,GGA,845,0,Stable,1.66,-1.57,91.1,6-features iGAM
mp-1218065,"(1, 0, 1)",904239835_Ta6O_mp-1218065_clean_q1pOExvdxx,Ta12O2,GGA,3089,21.22,Meta-stable,4.84,-2.02,74.91,6-features iGAM
mp-540833,"(0, 1, 0)",V2Co3O8_mp-540833_clean_xSynfec2VH,V8Co12O32,GGA+U,1623,12.67,Meta-stable,20.47,-1.9,79.21,6-features iGAM
mp-19252,"(1, 0, 1)",K2NiO2_mp-19252_clean_RzRJbY8rC7,K4Ni2O4,GGA+U,1208,0,Stable,5.93,-2.05,73.95,6-features iGAM
mp-2970,"(1, 1, 0)",Na4GeO4_mp-2970_clean_2tkJSiiRGG,Na8Ge2O8,GGA,1349,0,Stable,5.38,-2.1,71.9,6-features iGAM
mp-754205,"(0, 1, 0)",CrFe2O5_mp-754205_clean_cv1zBxZTLX,Cr4Fe8O20,GGA+U,1809,76.69,Unstable,11.61,-1.9,79.34,6-features iGAM
mp-997001,"(2, 3, 0)",904239835_AgHgO2_mp-997001_clean_Kd6psgfdEe,Ag2Hg2O4,GGA,696,34.93,Unstable,2.83,-1.49,93.84,6-features iGAM
mp-755620,"(1, 0, 1)",MnCo5O12_mp-755620_clean_ntnz0AQ4N0,Mn2Co10O24,GGA+U,1645,20.78,Meta-stable,12.56,-1.89,79.77,6-features iGAM
mp-675580,"(3, 0, 1)",NbCrO4_mp-675580_clean_7WJ6u04vyF,Nb2Cr2O8,GGA+U,1776,26.87,Unstable,12.66,-1.96,77.2,6-features iGAM
mp-984356,"(1, 1, 0)",CsIrO3_mp-984356_clean_FeOrdj0eOU,Cs1Ir1O3,GGA,1222,210.79,Unstable,4.76,-1.96,77.21,6-features iGAM
mp-1102963,"(1, 1, 0)",VO2_mp-1102963_clean_CMlhg7rLv8,V4O8,GGA+U,1480,0.76,Meta-stable,15.5,-2.01,75.42,6-features iGAM
mp-1181502,"(1, 3, 0)",CsO2_mp-1181502_clean_3RI3wCIbUA,Cs2O4,GGA,752,38.85,Unstable,0.97,-1.35,98.91,6-features iGAM
mp-753619,"(1, 1, 0)",90423983534_BaSrO2_mp-753619_clean_Ifm0dUOLqo,Ba1Sr1O2,GGA,2785,53.53,Unstable,7.97,-1.99,76.11,6-features iGAM
mp-1222192,"(1, 2, -3)",90423983570956_Mg2AlO6_mp-1222192_clean_8hEH482llw,Mg2Al1O6,GGA,2071,501.88,Unstable,1.74,-1.45,95.54,6-features iGAM
mp-558172,"(3, 3, 2)",Ca-PtO2-2_mp-558172_clean_snrifYgtFF,Ca2Pt4O8,GGA,1685,97.41,Unstable,3.05,-1.49,94.02,6-features iGAM
mp-12171,"(1, 0, 0)",K6MgO4_mp-12171_clean_9tUcVGnNJv,K12Mg2O8,GGA,1208,0,Stable,2.53,-1.71,85.96,6-features iGAM
mp-19363,"(1, 2, -1)",HgMoO4_mp-19363_clean_5VHe0FEVjp,Hg4Mo4O16,GGA+U,761,0,Stable,8.43,-2.04,74.13,6-features iGAM
mp-4208,"(1, 1, 0)",Ca2RuO4_mp-4208_clean_HznizfPrKt,Ca8Ru4O16,GGA,1738,31.83,Unstable,7.39,-1.98,76.46,6-features iGAM
mp-32308,"(1, 1, 0)",Ta2NiO6_mp-32308_clean_dqIcMXRf7R,Ta4Ni2O12,GGA+U,1778,0,Stable,12.03,-2.04,74.28,6-features iGAM
mp-13641,"(0, 0, 1)",TiCdO3_mp-13641_clean_rifIodMUYd,Ti6Cd6O18,GGA,1739,0,Stable,11.72,-2.09,72.31,6-features iGAM
mp-865631,"(2, 1, 2)",LiNiO2_mp-865631_clean_Oem6ylYawk,Li2Ni2O4,GGA+U,1542,0.11,Meta-stable,15.03,-2.13,70.76,6-features iGAM
mp-18229,"(1, 0, 1)",CaTa2O6_mp-18229_clean_fHKG0J5DKo,Ca4Ta8O24,GGA,2181,0,Stable,10.1,-1.88,80.05,6-features iGAM
mp-1142713,"(0, 1, 0)",Mn-SiO3-2_mp-1142713_clean_7oSJZ4EUtj,Mn4Si8O24,GGA+U,1556,109.42,Unstable,5.37,-1.87,80.53,6-features iGAM
mp-754524,"(1, 1, 1)",CeTiO3_mp-754524_clean_DfpXWW1d1n,Ce1Ti1O3,GGA,2061,83.81,Unstable,5.39,-1.69,87,6-features iGAM
mp-1016841,"(3, 3, 1)",HfHgO3_mp-1016841_clean_2IrzvP89qz,Hf1Hg1O3,GGA,2427,299.05,Unstable,2.73,-1.48,94.55,6-features iGAM
mp-8285,"(1, 1, 0)",ZnGeO3_mp-8285_clean_3QMz1JPLmh,Zn6Ge6O18,GGA,1690,35.23,Unstable,11.09,-1.9,79.35,6-features iGAM
mp-752691,"(1, 1, 0)",Sr3Hf2O7_mp-752691_clean_RlmNoXm95c,Sr12Hf8O28,GGA,2697,8.39,Meta-stable,3.94,-1.38,97.84,6-features iGAM
mp-849263,"(1, 0, 0)",NaV10O15_mp-849263_clean_MQro2zLl6c,Na4V40O60,GGA+U,1465,51.18,Unstable,9.6,-1.88,80.13,6-features iGAM
mp-29542,"(2, -2, 1)",K4Bi2O5_mp-29542_clean_apNzsfiXBE,K8Bi4O10,GGA,1088,4.53,Meta-stable,2.88,-1.53,92.59,6-features iGAM
mp-5072,"(3, 1, 0)",90423983534_Rb2HgO2_mp-5072_clean_i7TKLNRnvC,Rb4Hg2O4,GGA,712,0,Stable,1.66,-1.58,90.93,6-features iGAM
mp-36447,"(1, 0, 0)",Al2CoO4_mp-36447_clean_eRiwJR5xkx,Al16Co8O32,GGA+U,2143,21.74,Meta-stable,10.86,-1.82,82.09,6-features iGAM
mp-573119,"(1, 1, 0)",BiRhO3_mp-573119_clean_0EguLnzsfU,Bi4Rh4O12,GGA,1037,61.98,Unstable,6.31,-2.01,75.17,6-features iGAM
mp-1018721,"(1, 0, 0)",HfO2_mp-1018721_clean_0CrLuRdDcY,Hf2O4,GGA,2957,54.77,Unstable,4.54,-1.93,78.08,6-features iGAM
mp-7534,"(2, 1, -1)",K2Cd2O3_mp-7534_clean_2DKoZrblxH,K4Cd4O6,GGA,777,0,Stable,3.2,-1.94,77.77,6-features iGAM
mp-545512,"(2, 0, 1)",90423983534_CaO_mp-545512_clean_hB8greHPRq,Ca2O2,GGA,2855,65.04,Unstable,4.97,-1.99,75.84,6-features iGAM
mp-25292,"(2, -1, 2)",Ni-WO4-2_mp-25292_clean_5AAXuweDiU,Ni1W2O8,GGA+U,1352,199.15,Unstable,14.21,-1.95,77.52,6-features iGAM
mp-675540,"(1, 0, -1)",Ni3-BiO2-10_mp-675540_clean_E2kPyUjIag,Ni6Bi20O40,GGA+U,1235,167.95,Unstable,3.68,-1.69,86.93,6-features iGAM
mp-1226570,"(1, 1, 0)",Co-RhO3-2_mp-1226570_clean_PNUImBPpmi,Co2Rh4O12,GGA+U,1420,148.58,Unstable,3.45,-1.73,85.27,6-features iGAM
mp-10418,"(1, 0, 1)",RbSbO2_mp-10418_clean_E4DkugQsZF,Rb4Sb4O8,GGA,1153,0,Stable,3.46,-1.79,83.3,6-features iGAM
mp-19086,"(1, 0, 0)",BaCoO2_mp-19086_clean_nd9ToyvgDk,Ba3Co3O6,GGA+U,1930,0,Stable,8.5,-2.1,72.06,6-features iGAM
mp-1262593,"(1, 1, 0)",AlCu7O12_mp-1262593_clean_pwRsdb01Sx,Al2Cu14O24,GGA,1387,220.08,Unstable,3.97,-1.61,89.82,6-features iGAM
mp-1283030,"(3, -1, 3)",51024953_FeO_mp-1283030_clean_s9jzHsgI29,Fe2O2,GGA+U,1982,14.06,Meta-stable,20.59,-1.89,79.76,6-features iGAM
mp-1197783,"(1, 0, 0)",ReBi3O8_mp-1197783_clean_DQrJkHiosy,Re8Bi24O64,GGA,1200,3.02,Meta-stable,3.62,-1.8,82.75,6-features iGAM
mp-867680,"(2, 1, 0)",NaTlO_mp-867680_clean_nAOULfYkT9,Na4Tl4O4,GGA,909,61.89,Unstable,1.51,-1.55,91.76,6-features iGAM
mp-20334,"(1, 0, 1)",51024953_CoCu2O3_mp-20334_clean_LhrxmyLHSo,Co2Cu4O6,GGA+U,1614,71.31,Unstable,6.64,-2.09,72.32,6-features iGAM
mvc-3874,"(0, 1, 0)",ZnBiO3_mvc-3874_clean_cLVKzZXyeA,Zn4Bi4O12,GGA,1013,80.63,Unstable,3.48,-1.65,88.16,6-features iGAM
mp-1018886,"(2, 1, 2)",904239835_PdO2_mp-1018886_clean_h7W009wBF7,Pd2O4,GGA,1128,0,Stable,4.98,-2.02,74.78,6-features iGAM
mp-20079,"(0, 1, 0)",CaPbO3_mp-20079_clean_GeSaF1xxXC,Ca4Pb4O12,GGA,1530,2.45,Meta-stable,6.09,-1.97,76.73,6-features iGAM
mp-770870,"(1, 0, 0)",MnTlO3_mp-770870_clean_AtKt6PcPG8,Mn4Tl4O12,GGA+U,1121,53.74,Unstable,7.67,-2.01,75.15,6-features iGAM
mp-1222124,"(3, 1, 0)",Mg3ZnO4_mp-1222124_clean_kLIswDBqgp,Mg3Zn1O4,GGA,1844,34.47,Unstable,6.33,-1.98,76.47,6-features iGAM
mp-1147775,"(1, 1, 0)",Ba2OsO4_mp-1147775_clean_q4ou7Jslc2,Ba4Os2O8,GGA,2264,66.77,Unstable,6.97,-2.02,74.75,6-features iGAM
mp-1189857,"(0, 0, 1)",MnO2_mp-1189857_clean_EjZPTsSVi3,Mn6O12,GGA+U,1499,7.08,Meta-stable,7.92,-1.88,79.95,6-features iGAM
mp-1216686,"(1, 3, 1)",TiNbO4_mp-1216686_clean_ksC8cSxV5E,Ti2Nb2O8,GGA,2206,36.99,Unstable,4.2,-1.58,90.86,6-features iGAM
mp-1211649,"(2, -1, 0)",K4HfO4_mp-1211649_clean_TcMehlhC83,K8Hf2O8,GGA,1876,0,Stable,3.78,-1.93,78.29,6-features iGAM
mp-776172,"(1, 0, -2)",AlCuO3_mp-776172_clean_mrZymwXY47,Al4Cu4O12,GGA,1832,117.48,Unstable,8.45,-1.95,77.34,6-features iGAM
mp-22450,"(1, 1, -2)",Li2PbO3_mp-22450_clean_B7l4X1nXVK,Li8Pb4O12,GGA,1032,0,Stable,3.73,-1.9,79.31,6-features iGAM
mp-558294,"(0, 0, 1)",Li3TaO4_mp-558294_clean_rSSBtBVsgw,Li18Ta6O24,GGA,1639,0.52,Meta-stable,7.36,-2.04,74.1,6-features iGAM
mp-2895,"(1, 0, 0)",Mg2SiO4_mp-2895_clean_cKyYg8U3Z4,Mg8Si4O16,GGA,2194,0,Stable,12.95,-2.12,70.99,6-features iGAM
mp-1252778,"(0, 0, 1)",Al5-CoO4-3_mp-1252778_clean_Mexodkt6An,Al20Co12O48,GGA+U,2162,121.77,Unstable,15.28,-1.95,77.43,6-features iGAM
mp-752792,"(0, 0, 1)",MnV4O12_mp-752792_clean_7jsusKtX0w,Mn2V8O24,GGA+U,986,56.19,Unstable,6.66,-1.94,77.8,6-features iGAM
mp-504678,"(1, 0, 1)",CoSeO4_mp-504678_clean_4c6F89ex8H,Co4Se4O16,GGA+U,935,0,Stable,8.28,-2.04,74.26,6-features iGAM
mp-997001,"(2, 1, 0)",AgHgO2_mp-997001_clean_WInR4Bt6Aq,Ag2Hg2O4,GGA,696,34.93,Unstable,3.17,-1.6,90.17,6-features iGAM
mp-1187202,"(1, 1, 0)",904239835_SrPtO3_mp-1187202_clean_UjSPUL8bHI,Sr1Pt1O3,GGA,1890,159.76,Unstable,3.07,-1.53,92.57,6-features iGAM
mp-755253,"(3, 0, 1)",LiZrO2_mp-755253_clean_MK91Wkthmv,Li4Zr4O8,GGA,1923,55.68,Unstable,4.98,-2.01,75.13,6-features iGAM
mp-3188,"(1, 1, 0)",Zn-SbO3-2_mp-3188_clean_JWJIjD7gIu,Zn2Sb4O12,GGA,1336,0,Stable,5.66,-1.89,79.67,6-features iGAM
mp-7472,"(0, 1, 1)",RbAuO2_mp-7472_clean_RdkZpKdv9u,Rb4Au4O8,GGA,978,0,Stable,2.76,-1.64,88.62,6-features iGAM
mp-1193056,"(1, 1, 0)",Cs2Mo3O10_mp-1193056_clean_k6SiUQ4q00,Cs8Mo12O40,GGA+U,821,0,Stable,6.57,-2.05,73.84,6-features iGAM
mp-754065,"(2, 0, 3)",1016015_Hg-SbO3-2_mp-754065_clean_XXNEjnaBN4,Hg1Sb2O6,GGA,825,0,Stable,3.94,-1.83,81.78,6-features iGAM
mp-768483,"(1, 0, 0)",Lu3Sb5O12_mp-768483_clean_jfushY3ohJ,Lu12Sb20O48,GGA,2212,0,Stable,3.23,-1.73,85.54,6-features iGAM
mp-768578,"(1, 0, 1)",CdCoO3_mp-768578_clean_pgfyvXHXJm,Cd8Co8O24,GGA+U,1813,52.11,Unstable,9.33,-2.03,74.57,6-features iGAM
mp-30194,"(1, 2, 0)",Rb3CoO2_mp-30194_clean_SW0xWKGvoe,Rb12Co4O8,GGA+U,898,0,Stable,3.76,-1.82,82.11,6-features iGAM
mp-1017,"(3, 1, 0)",Zr3O_mp-1017_clean_QTAX9YkCs4,Zr6O2,GGA,2222,4.17,Meta-stable,3.61,-1.85,81.02,6-features iGAM
mp-1211221,"(1, 0, 2)",90423983501299385769012_KSi4O9_mp-1211221_clean_6WzulRJUQu,K1Si4O9,GGA,1104,184.41,Unstable,3.86,-1.68,87.34,6-features iGAM
mp-29104,"(1, 0, 0)",Ti3Zn2O8_mp-29104_clean_FhLl7h52oM,Ti12Zn8O32,GGA,1870,0,Stable,6.29,-2.06,73.47,6-features iGAM
mp-25234,"(3, 1, -2)",69019397_CoO2_mp-25234_clean_msCLmarMVC,Co2O4,GGA+U,1614,8.14,Meta-stable,11.83,-1.87,80.52,6-features iGAM
mp-14105,"(1, 1, 1)",AlTlO2_mp-14105_clean_3Le8FZHslk,Al8Tl8O16,GGA,2132,17.44,Meta-stable,3.36,-1.74,85.03,6-features iGAM
mp-542734,"(1, 0, 1)",Rh2O3_mp-542734_clean_zQS2bHH2pl,Rh12O18,GGA,1962,29.86,Unstable,6.86,-1.93,78.19,6-features iGAM
mp-1190434,"(0, 1, 0)",Li2IrO3_mp-1190434_clean_tPHjZZ1txT,Li32Ir16O48,GGA,1414,3.06,Meta-stable,5.85,-2.06,73.54,6-features iGAM
mp-997007,"(1, 1, -1)",AgPtO2_mp-997007_clean_6bbS3aei3I,Ag4Pt4O8,GGA,533,40.82,Unstable,4.08,-1.86,80.71,6-features iGAM
mp-27418,"(1, 3, 3)",KAuO2_mp-27418_clean_pTk2IekO4D,K1Au1O2,GGA,1007,27.93,Unstable,3.66,-1.83,81.87,6-features iGAM
mp-1183972,"(1, 1, 0)",CsSrO3_mp-1183972_clean_nEtZcXNpGs,Cs1Sr1O3,GGA,949,433.77,Unstable,1.43,-1.45,95.5,6-features iGAM
mp-1285050,"(1, 0, 0)",CrReO4_mp-1285050_clean_7tKJryu2X0,Cr4Re4O16,GGA+U,602,45.13,Unstable,9.24,-1.95,77.49,6-features iGAM
mvc-480,"(0, 0, 1)",Nb2CrO8_mvc-480_clean_HdyPoPJEbQ,Nb8Cr4O32,GGA+U,1741,257.02,Unstable,5.66,-1.85,81.13,6-features iGAM
mp-5495,"(1, 0, 1)",Ag2PdO2_mp-5495_clean_I4KPuyzLwy,Ag4Pd2O4,GGA,849,53.6,Unstable,3.35,-1.93,78.27,6-features iGAM
mp-1078830,"(2, 2, -1)",RbSeO3_mp-1078830_clean_Aqum6QGu7O,Rb2Se2O6,GGA,776,174.37,Unstable,2.25,-1.55,91.98,6-features iGAM
mp-1101623,"(1, 0, 1)",Y3NbO7_mp-1101623_clean_KR3wcqokyC,Y12Nb4O28,GGA,2371,254.32,Unstable,2.89,-1.36,98.59,6-features iGAM
mp-555100,"(1, 0, 0)",NbBiO4_mp-555100_clean_WR4HA8O70m,Nb4Bi4O16,GGA,1530,0,Stable,8.87,-2.06,73.31,6-features iGAM
mp-1206244,"(2, 1, -2)",LuO2_mp-1206244_clean_vb99fY3Akg,Lu2O4,GGA,2253,192.2,Unstable,5.03,-1.91,78.74,6-features iGAM
mp-7237,"(1, 2, 1)",CuAgO2_mp-7237_clean_M8BvpVkiBz,Cu2Ag2O4,GGA,897,18.87,Meta-stable,4.66,-1.91,79.07,6-features iGAM
mp-9178,"(1, 1, 1)",CdSe2O5_mp-9178_clean_orNbvSw52k,Cd4Se8O20,GGA,999,0,Stable,6.56,-2.04,74.06,6-features iGAM
mp-756050,"(1, 1, 0)",TaCuO3_mp-756050_clean_GKiLrFmBne,Ta8Cu8O24,GGA,1483,23.56,Meta-stable,4.19,-1.54,92.25,6-features iGAM
mp-5868,"(1, 1, 0)",Sr3Ru2O7_mp-5868_clean_xyi53nwj82,Sr6Ru4O14,GGA,1831,11.19,Meta-stable,10.61,-1.9,79.42,6-features iGAM
mp-1093993,"(2, 1, 2)",69019397_ZnO_mp-1093993_clean_KDJgd1fSaA,Zn4O4,GGA,2121,23.13,Meta-stable,5.79,-1.96,77.21,6-features iGAM
mp-1186920,"(2, 1, 1)",414325470_SbAuO3_mp-1186920_clean_hNybj2M5r7,Sb1Au1O3,GGA,1353,376,Unstable,3,-1.56,91.48,6-features iGAM
mp-540796,"(1, 1, 0)",Cs2Sn2O3_mp-540796_clean_GBHL0QvBxJ,Cs8Sn8O12,GGA,1087,0,Stable,3.5,-1.86,80.57,6-features iGAM
mp-550893,"(3, 2, 0)",HfO2_mp-550893_clean_wWQpGb6nBN,Hf4O8,GGA,2957,88.73,Unstable,6.29,-1.99,75.91,6-features iGAM
mp-656884,"(1, -1, 0)",Ni9O10_mp-656884_clean_RjWTpza9pz,Ni9O10,GGA+U,2177,46.65,Unstable,18.95,-2.02,74.77,6-features iGAM
mp-27559,"(1, 1, 0)",Na14Cd2O9_mp-27559_clean_cuETMhOAJF,Na14Cd2O9,GGA,1077,0,Stable,3.73,-1.82,82.15,6-features iGAM
mp-1099259,"(1, 0, 0)",LiMg3O4_mp-1099259_clean_95l1piJscT,Li1Mg3O4,GGA,2167,54.71,Unstable,4.83,-2.01,75.25,6-features iGAM
mp-780705,"(1, 0, 0)",Na-Bi3O5-4_mp-780705_clean_vw3zWJlZ1x,Na2Bi24O40,GGA,1104,76.42,Unstable,2.39,-1.73,85.39,6-features iGAM
mvc-16263,"(2, 1, -1)",Zn-BiO2-2_mvc-16263_clean_fIFxRJFFKS,Zn2Bi4O8,GGA,999,68.54,Unstable,3.9,-1.88,80.18,6-features iGAM
mp-769346,"(0, 0, 1)",Y2Ge2O7_mp-769346_clean_l5pE1zCayw,Y8Ge8O28,GGA,2083,27.63,Unstable,11.05,-1.9,79.39,6-features iGAM
mp-768813,"(1, 1, -1)",Rb4SiO4_mp-768813_clean_TO34zyNDDE,Rb16Si4O16,GGA,1294,0,Stable,3.95,-1.8,82.75,6-features iGAM
mp-553374,"(0, 1, 0)",Cs4Sb2O5_mp-553374_clean_yWRVwty6Mk,Cs8Sb4O10,GGA,1047,0,Stable,2.66,-1.76,84.51,6-features iGAM
mp-1186893,"(3, 1, 0)",RbSnO3_mp-1186893_clean_ATLzPFZNzc,Rb1Sn1O3,GGA,1174,185.85,Unstable,2.87,-1.46,95.08,6-features iGAM
mp-996961,"(1, 1, 1)",LiAuO2_mp-996961_clean_dIiFQvspV2,Li4Au4O8,GGA,801,34.07,Unstable,3.24,-1.68,87.15,6-features iGAM
mp-5489,"(1, 0, -1)",LuTaO4_mp-5489_clean_Q3LyeTMcRF,Lu2Ta2O8,GGA,2304,0,Stable,5.67,-1.86,80.89,6-features iGAM
mp-1079940,"(1, 0, 0)",Sr3CaO4_mp-1079940_clean_n6Mg3DHjVQ,Sr3Ca1O4,GGA,2626,33.8,Unstable,2.3,-1.39,97.64,6-features iGAM
mvc-636,"(1, 1, 0)",Sb-WO4-2_mvc-636_clean_HJIgVomNgs,Sb1W2O8,GGA+U,1464,212.02,Unstable,16.76,-1.94,77.91,6-features iGAM
mp-767781,"(1, 0, 0)",Sr16Mn8O29_mp-767781_clean_mER7RJ3GvR,Sr16Mn8O29,GGA+U,1879,0,Stable,14.17,-2.11,71.67,6-features iGAM
mp-755115,"(3, 1, 0)",CuReO4_mp-755115_clean_6bQpsN5TJB,Cu2Re2O8,GGA,943,56.39,Unstable,4.57,-2.07,72.96,6-features iGAM
mp-754326,"(2, 1, -1)",NaAgO2_mp-754326_clean_FxHcPQLjv0,Na2Ag2O4,GGA,681,0,Stable,3.73,-1.83,81.95,6-features iGAM
mp-1227240,"(0, 1, 0)",CaNb4O8_mp-1227240_clean_3kP2ji4lWU,Ca6Nb24O48,GGA,2385,0,Stable,4.2,-1.77,84.14,6-features iGAM
mvc-10485,"(1, 2, 0)",ZnBi4O9_mvc-10485_clean_MDu9uIb7Ab,Zn2Bi8O18,GGA,1062,54.77,Unstable,3.3,-1.79,83.12,6-features iGAM
mp-707135,"(1, -1, 0)",Al2Si4O11_mp-707135_clean_0DGJn19At5,Al2Si4O11,GGA,1846,32.87,Unstable,16.87,-1.8,83.05,6-features iGAM
mp-1222825,"(1, 1, 1)",Lu4Zr3O12_mp-1222825_clean_JTKkz0WE8o,Lu4Zr3O12,GGA,2883,0,Stable,6.59,-1.89,79.57,6-features iGAM
mp-21457,"(1, 0, 0)",Ti3Cu3O_mp-21457_clean_BoyQzU3XLi,Ti48Cu48O16,GGA,1306,0,Stable,3.98,-1.94,77.87,6-features iGAM
mp-1183980,"(1, 1, 1)",GaGeO3_mp-1183980_clean_AItJ0FGAiT,Ga1Ge1O3,GGA,1588,672.53,Unstable,-0.18,-1.35,99.05,6-features iGAM
mp-28632,"(1, 0, 0)",Ga-Bi3O5-4_mp-28632_clean_sHMUab7USe,Ga2Bi24O40,GGA,1141,29.83,Unstable,2.57,-1.44,95.95,6-features iGAM
mp-29521,"(2, 0, -1)",RbBiO2_mp-29521_clean_kuS5WkxNEw,Rb4Bi4O8,GGA,993,0,Stable,2.64,-1.59,90.36,6-features iGAM
mp-18766,"(1, 0, 0)",Si-NiO2-2_mp-18766_clean_VPqHikCQjs,Si8Ni16O32,GGA+U,1630,26.81,Unstable,19.32,-1.82,82.02,6-features iGAM
mp-1207437,"(1, 0, 1)",Zr9Re4O3_mp-1207437_clean_SyvuXEzGSF,Zr18Re8O6,GGA,2382,0,Stable,4.53,-2.13,70.81,6-features iGAM
mp-1020631,"(1, 1, 0)",ZnGeO3_mp-1020631_clean_BrZK2WbPO7,Zn6Ge6O18,GGA,1690,107.32,Unstable,9.88,-1.93,78.06,6-features iGAM
mp-779428,"(1, 1, 0)",Sr4HfO6_mp-779428_clean_E0aFg4Bgdh,Sr24Hf6O36,GGA,2584,65.04,Unstable,4.65,-1.87,80.47,6-features iGAM
mp-4826,"(3, 1, 0)",CaCuO2_mp-4826_clean_naPLZ9Wb8x,Ca1Cu1O2,GGA,1368,15.6,Meta-stable,5.5,-1.87,80.22,6-features iGAM
mvc-14025,"(1, 1, -2)",Zn2Co3O8_mvc-14025_clean_lukPI9le0W,Zn4Co6O16,GGA+U,1824,40.14,Unstable,10.47,-2.05,73.95,6-features iGAM
mvc-3715,"(1, 1, 0)",Ca3Ni2O7_mvc-3715_clean_znRyGFazJ5,Ca12Ni8O28,GGA+U,1657,37.67,Unstable,7.77,-1.98,76.4,6-features iGAM
mp-1195913,"(0, 1, 0)",Ga4Bi2O9_mp-1195913_clean_ALqTzkJXW0,Ga16Bi8O36,GGA,1252,0,Stable,6.96,-2.04,74.31,6-features iGAM
mp-776116,"(1, 0, 0)",AlPdO3_mp-776116_clean_G5FA9fejOm,Al8Pd8O24,GGA,1995,193.58,Unstable,3.15,-1.54,92.16,6-features iGAM
mp-2310,"(1, 1, 0)",CdO2_mp-2310_clean_hdUezbjNIw,Cd4O8,GGA,967,55.81,Unstable,4.93,-2.03,74.4,6-features iGAM
mp-764074,"(0, 1, 0)",Na2FeO3_mp-764074_clean_fL0iadADxZ,Na8Fe4O12,GGA+U,1169,0.67,Meta-stable,7.82,-2.13,70.81,6-features iGAM
mp-996973,"(2, 1, 2)",414325470_CuHgO2_mp-996973_clean_6h5vAonu0Z,Cu2Hg2O4,GGA,845,43.04,Unstable,6.4,-2.03,74.55,6-features iGAM
mp-2652,"(1, 0, 0)",Y2O3_mp-2652_clean_rGGQx8vHPx,Y32O48,GGA,2677,0,Stable,4,-1.66,87.93,6-features iGAM
mp-996963,"(2, 0, 1)",CdAgO2_mp-996963_clean_i1k4AXTXBw,Cd4Ag4O8,GGA,955,25.61,Unstable,5.85,-1.97,76.86,6-features iGAM
mp-15053,"(1, 0, 0)",Y-PdO2-2_mp-15053_clean_rNz0jQdbWd,Y4Pd8O16,GGA,1811,0,Stable,4.33,-2.03,74.46,6-features iGAM
mp-29488,"(1, 0, 0)",Na2ZnO2_mp-29488_clean_u1fGaY9YXg,Na8Zn4O8,GGA,1226,0,Stable,2.7,-1.64,88.81,6-features iGAM
mp-1215351,"(0, 1, 2)",Zr6Fe2O_mp-1215351_clean_dW5edJRVZW,Zr12Fe4O2,GGA+U,2063,491.07,Unstable,6.79,-2.03,74.69,6-features iGAM
mvc-3876,"(1, 0, -1)",AlSnO3_mvc-3876_clean_zwiSNKo5Se,Al4Sn4O12,GGA,2096,235.44,Unstable,6.82,-1.8,82.73,6-features iGAM
mp-615789,"(1, 0, 0)",Ba2-CuO2-3_mp-615789_clean_hZW01YjhHb,Ba8Cu12O24,GGA,1460,0,Stable,5.45,-2.03,74.49,6-features iGAM
mp-769007,"(1, 1, 0)",YScO3_mp-769007_clean_EgWMMGxHFg,Y6Sc6O18,GGA,2654,19.94,Meta-stable,6.78,-1.78,83.67,6-features iGAM
mp-1291590,"(1, -2, 0)",LiMn3O4_mp-1291590_clean_85IomiZrmx,Li2Mn6O8,GGA+U,1595,23.26,Meta-stable,11.45,-1.88,80.19,6-features iGAM
mp-1222442,"(2, 1, -1)",Li5AuO4_mp-1222442_clean_cFPcc9yPEQ,Li10Au2O8,GGA,1239,0,Stable,4.09,-1.93,78.22,6-features iGAM
mp-1173392,"(1, 1, 1)",NbRhO4_mp-1173392_clean_b69mnGSl2P,Nb2Rh2O8,GGA,1738,55.12,Unstable,6.38,-1.98,76.34,6-features iGAM
mp-8065,"(0, 0, 1)",K2Ti6O13_mp-8065_clean_5pWBSU5DtI,K4Ti12O26,GGA,1512,0,Stable,6.23,-1.99,76.04,6-features iGAM
mp-760408,"(1, 0, 1)",LiZnO2_mp-760408_clean_l9VT9g0oUP,Li4Zn4O8,GGA,1620,79.79,Unstable,4.28,-2.08,72.71,6-features iGAM
mp-8603,"(0, 0, 1)",RbAgO_mp-8603_clean_NqeXvlMSDY,Rb8Ag8O8,GGA,731,0,Stable,2.42,-1.62,89.44,6-features iGAM
mp-754478,"(2, 1, 2)",90423983570956_HfZrO4_mp-754478_clean_fJudTIevj7,Hf2Zr2O8,GGA,2642,39.56,Unstable,4.75,-1.91,78.81,6-features iGAM
mp-715923,"(3, 2, 3)",WO3_mp-715923_clean_54cfRn9GxU,W2O6,GGA+U,1772,7.82,Meta-stable,15.06,-1.79,83.24,6-features iGAM
mp-754745,"(0, 0, 1)",Na2SnO3_mp-754745_clean_Ho6IHn5s68,Na8Sn4O12,GGA,942,1.25,Meta-stable,3.55,-1.71,86.26,6-features iGAM
