Bulk ID,Miller Index,Trajectory ID in OC22,Bulk Symbols,Energy_type,Melting_point (K),ΔEhull (meV/atom),Is_stable,Esurf.,Predicted Eadh (J/m2) ,Predicted Contact Angle θ ,Is_NNMD or iGAM
mp-1209108,"(1, 1, 0)",ScVO2_mp-1209108_clean_ikRsYbGncE,Sc8V8O16,GGA+U,2096,448.72,Unstable,10.14,-1.93,78.17,6-features iGAM
mp-760311,"(1, 1, 0)",Na7SbO6_mp-760311_clean_SeRzr30bj5,Na21Sb3O18,GGA,1406,38.25,Unstable,4.58,-1.96,77.18,6-features iGAM
mp-1183914,"(3, 3, 2)",CsOsO3_mp-1183914_clean_zs7f7D32A0,Cs1Os1O3,GGA,1220,241.04,Unstable,3.73,-1.77,84.07,6-features iGAM
mp-752413,"(1, 2, 2)",Ca2HfO4_mp-752413_clean_J7q47tO3IF,Ca4Hf2O8,GGA,2682,3.93,Meta-stable,5.56,-1.81,82.63,6-features iGAM
mp-1020622,"(1, 0, 1)",SrZrO3_mp-1020622_clean_E7m36UQHFQ,Sr2Zr2O6,GGA,2801,19.75,Meta-stable,8.77,-1.8,82.96,6-features iGAM
mvc-5120,"(0, 1, 0)",ReWO6_mvc-5120_clean_qKIZ4v3g2e,Re2W2O12,GGA+U,997,36.03,Unstable,13.49,-1.86,80.8,6-features iGAM
mp-1216518,"(1, 1, 0)",V3MoO6_mp-1216518_clean_3Dpbe0b9HY,V9Mo3O18,GGA+U,1887,26.91,Unstable,13.32,-1.89,79.53,6-features iGAM
mvc-8186,"(1, 1, -1)",Sn-GeO3-2_mvc-8186_clean_S1yghOwL9Q,Sn4Ge8O24,GGA,1334,43.21,Unstable,8.02,-2,75.7,6-features iGAM
mp-558802,"(0, 0, 1)",Hg2MoO4_mp-558802_clean_L01XFhaBuT,Hg8Mo4O16,GGA+U,819,7.32,Meta-stable,6.7,-1.95,77.41,6-features iGAM
mp-557229,"(1, 0, 0)",Li2Mo4O13_mp-557229_clean_h91YnQhGKu,Li6Mo12O39,GGA+U,836,11.15,Meta-stable,13.12,-1.94,77.8,6-features iGAM
mp-30158,"(1, -2, 2)",Sr3Ga4O9_mp-30158_clean_9UdbeAoMXs,Sr6Ga8O18,GGA,1894,0,Stable,6.34,-2.03,74.45,6-features iGAM
mp-18313,"(1, 0, 0)",SrSiO3_mp-18313_clean_kAq3rAYdNX,Sr6Si6O18,GGA,1833,19.87,Meta-stable,5.26,-1.79,83.16,6-features iGAM
mp-849308,"(0, 1, 0)",CrAgO4_mp-849308_clean_8hNm9Pkffp,Cr4Ag4O16,GGA+U,612,31.06,Unstable,8.52,-1.86,80.56,6-features iGAM
mp-757078,"(0, 0, 1)",V2FeO6_mp-757078_clean_ke9t32W3UI,V8Fe4O24,GGA+U,1065,19.59,Meta-stable,8.63,-1.89,79.49,6-features iGAM
mp-19215,"(1, 0, 1)",CaCrO4_mp-19215_clean_l3FHslziCP,Ca4Cr4O16,GGA+U,1680,0,Stable,6.31,-1.92,78.59,6-features iGAM
mp-550893,"(1, 1, 0)",HfO2_mp-550893_clean_pmEOwUZm2y,Hf4O8,GGA,2957,88.73,Unstable,7.02,-1.96,76.97,6-features iGAM
mp-680680,"(1, 3, 0)",Sr4Ru3O10_mp-680680_clean_prIeCSpIu8,Sr16Ru12O40,GGA,1825,2.37,Meta-stable,3.41,-1.74,84.92,6-features iGAM
mp-755622,"(1, 0, 0)",V2CoO6_mp-755622_clean_2XAdvE8KEd,V8Co4O24,GGA+U,1027,0,Stable,17.75,-2.15,70.05,6-features iGAM
mp-754978,"(0, 0, 1)",CdCu2O3_mp-754978_clean_2fG402CqUK,Cd2Cu4O6,GGA,1381,39.5,Unstable,7.77,-2.08,72.53,6-features iGAM
mp-1177862,"(1, 3, 0)",Li2PtO2_mp-1177862_clean_QRwF7UlZyH,Li4Pt2O4,GGA,1637,29.06,Unstable,2.82,-1.58,90.93,6-features iGAM
mp-565970,"(1, 2, 1)",BaWO4_mp-565970_clean_PMgIcHPnFZ,Ba4W4O16,GGA+U,1849,2.87,Meta-stable,8.9,-2.01,75.44,6-features iGAM
mp-25205,"(1, -1, 0)",Cu5-Si2O7-2_mp-25205_clean_ot8qZTXV1N,Cu5Si4O14,GGA,1054,115.23,Unstable,7.09,-1.96,77.1,6-features iGAM
mp-753662,"(0, 1, 1)",K2Mg2O3_mp-753662_clean_8sfQeMSsM7,K4Mg4O6,GGA,1383,7.68,Meta-stable,5.22,-1.94,77.86,6-features iGAM
mp-1643016,"(0, 1, 1)",VWO4_mp-1643016_clean_hh25bKNjdT,V4W4O16,GGA+U,1549,48.11,Unstable,12.26,-2.01,75.3,6-features iGAM
mp-29148,"(0, 1, 0)",Hg2Mo5O16_mp-29148_clean_jEtnR8oSbt,Hg4Mo10O32,GGA+U,881,18.95,Meta-stable,9.4,-1.85,81.04,6-features iGAM
mp-545512,"(3, 2, 3)",CaO_mp-545512_clean_3nlAZ4zYCK,Ca2O2,GGA,2855,65.04,Unstable,4.49,-2.06,73.58,6-features iGAM
mvc-12231,"(0, 1, 0)",MgV4O8_mvc-12231_clean_oPxvMlqYW0,Mg2V8O16,GGA+U,1990,90.98,Unstable,9.76,-1.99,76.02,6-features iGAM
mp-561017,"(0, 0, 1)",Cs8Tl8O_mp-561017_clean_8rN2PB6e3t,Cs24Tl24O3,GGA,354,0,Stable,1.7,-1.7,86.32,6-features iGAM
mvc-8023,"(1, -1, 1)",Fe2-MoO4-3_mvc-8023_clean_eNsE2pdkcu,Fe4Mo6O24,GGA+U,1164,47.27,Unstable,10.3,-2.01,75.43,6-features iGAM
mp-543103,"(1, 0, 0)",NiGe3O8_mp-543103_clean_INDrtL3Kx6,Ni4Ge12O32,GGA+U,1621,153.11,Unstable,9.13,-1.97,76.68,6-features iGAM
mp-997052,"(2, 3, 1)",RbAgO2_mp-997052_clean_aIkxuHgAkW,Rb4Ag4O8,GGA,802,0,Stable,2.01,-1.49,93.97,6-features iGAM
mp-7228,"(2, 0, 1)",ReO2_mp-7228_clean_0xD3hyKobj,Re4O8,GGA,1064,1.69,Meta-stable,5.43,-1.97,76.71,6-features iGAM
mp-551470,"(2, 1, 1)",Tl2O_mp-551470_clean_RA7Kfmpks1,Tl8O4,GGA,816,2.83,Meta-stable,2.28,-1.69,86.68,6-features iGAM
mp-690570,"(1, 0, 0)",Ni4-BiO2-9_mp-690570_clean_c7hWSDXf22,Ni4Bi9O18,GGA+U,1135,177.37,Unstable,7.35,-2.03,74.61,6-features iGAM
mp-5489,"(1, 1, 1)",LuTaO4_mp-5489_clean_FAw3GFeOqd,Lu2Ta2O8,GGA,2304,0,Stable,9.25,-1.76,84.19,6-features iGAM
mp-1143521,"(1, 0, -1)",Si2WO6_mp-1143521_clean_294Dm7skO4,Si8W4O24,GGA+U,1644,75.2,Unstable,10.87,-2.05,73.76,6-features iGAM
mp-549706,"(3, 1, 0)",MgO_mp-549706_clean_o0D5nGymMw,Mg2O2,GGA,3016,74.14,Unstable,4.17,-1.71,86.28,6-features iGAM
mp-1219936,"(2, 1, 0)",51024953_Pd7O8_mp-1219936_clean_Wypo3Q82PX,Pd7O8,GGA,1415,56.28,Unstable,4.32,-2.17,69.11,6-features iGAM
mp-770805,"(1, 1, -1)",Li6Hf2O7_mp-770805_clean_PuHd9ZTAnZ,Li12Hf4O14,GGA,1801,1.71,Meta-stable,5.39,-2.11,71.4,6-features iGAM
mp-560842,"(1, 0, 0)",Cd2SiO4_mp-560842_clean_nL7vWOsLju,Cd16Si8O32,GGA,1534,134.46,Unstable,6.39,-1.91,78.98,6-features iGAM
mp-774941,"(1, 0, 0)",1006479_Li-NiO2-2_mp-774941_clean_bZdmtkJ3pT,Li8Ni16O32,GGA+U,1469,0,Stable,17.54,-2.06,73.35,6-features iGAM
mp-774941,"(1, 0, 0)",Li-NiO2-2_mp-774941_clean_P560kUcofK,Li8Ni16O32,GGA+U,1469,0,Stable,17.95,-2.06,73.36,6-features iGAM
mp-997012,"(3, 1, 1)",CuPdO2_mp-997012_clean_OFclkZFIcB,Cu2Pd2O4,GGA,1065,0,Stable,4.54,-2.05,73.8,6-features iGAM
mp-675540,"(1, 0, -1)",Ni3-BiO2-10_mp-675540_clean_zhp4Rs7Oh5,Ni6Bi20O40,GGA+U,1235,167.95,Unstable,3.68,-1.69,86.93,6-features iGAM
mp-1198612,"(0, 0, 1)",Ca-ReO5-2_mp-1198612_clean_4lyuR7dgqP,Ca8Re16O80,GGA,1134,189.68,Unstable,5.61,-1.87,80.2,6-features iGAM
mp-754092,"(1, 0, 0)",ScTiO3_mp-754092_clean_o7GzUBeE8H,Sc4Ti4O12,GGA,2130,96.64,Unstable,10.65,-1.77,83.96,6-features iGAM
mp-550622,"(2, 2, -1)",V2CdO6_mp-550622_clean_v7TdrWOtMr,V4Cd2O12,GGA+U,978,0,Stable,6.3,-1.93,78.36,6-features iGAM
mp-1177862,"(1, 0, 0)",Li2PtO2_mp-1177862_clean_VtSW00KE8A,Li4Pt2O4,GGA,1637,29.06,Unstable,4.72,-2,75.58,6-features iGAM
mp-753746,"(3, -1, 3)",Rb2O_mp-753746_clean_PkfxiOyaQK,Rb6O3,GGA,779,0,Stable,1.4,-1.43,96.12,6-features iGAM
mp-1070510,"(2, 1, 0)",Y2BiO2_mp-1070510_clean_o338AxReV9,Y4Bi2O4,GGA,2399,0,Stable,3.06,-1.67,87.6,6-features iGAM
mp-674948,"(0, 1, 0)",VMoO5_mp-674948_clean_NH8ch0SqIo,V2Mo2O10,GGA+U,962,55.55,Unstable,8.9,-1.85,81.02,6-features iGAM
mp-1216931,"(1, 1, 1)",TiCu3O4_mp-1216931_clean_qiAze9byoz,Ti1Cu3O4,GGA,1415,65.6,Unstable,7.61,-2.16,69.46,6-features iGAM
mp-1206244,"(0, 1, 1)",LuO2_mp-1206244_clean_hhEB2mmH08,Lu2O4,GGA,2253,192.2,Unstable,5.02,-1.92,78.61,6-features iGAM
mp-28623,"(1, 0, 1)",Li4Ge5O12_mp-28623_clean_6y3Z19dcMg,Li8Ge10O24,GGA,1363,0,Stable,7.68,-2.14,70.52,6-features iGAM
mp-551470,"(1, 0, -1)",Tl2O_mp-551470_clean_Qfjb54JTOi,Tl8O4,GGA,816,2.83,Meta-stable,1.7,-1.58,90.95,6-features iGAM
mp-19215,"(1, 1, 1)",CaCrO4_mp-19215_clean_8lhvV9L47T,Ca4Cr4O16,GGA+U,1680,0,Stable,12.14,-2.03,74.61,6-features iGAM
mvc-2171,"(0, 1, 0)",Mg-WO3-2_mvc-2171_clean_mXwtUSYA35,Mg2W4O12,GGA+U,1636,106.07,Unstable,12.17,-1.95,77.47,6-features iGAM
mp-766450,"(1, -2, 1)",Ni6O7_mp-766450_clean_CGCQF7i1iJ,Ni12O14,GGA+U,2180,47.11,Unstable,24.34,-2.11,71.46,6-features iGAM
mp-545619,"(1, 0, 0)",HgO_mp-545619_clean_5KkLruLUzp,Hg4O4,GGA,676,147.9,Unstable,3.68,-1.77,83.96,6-features iGAM
mp-1215,"(1, 1, 0)",90423983501299385769012_Ti2O_mp-1215_clean_AMu1jxIOar,Ti2O1,GGA,2203,0,Stable,11.58,-2.05,73.75,6-features iGAM
mp-566278,"(2, 2, 1)",WO3_mp-566278_clean_4MoJvepeYT,W4O12,GGA+U,1772,6.23,Meta-stable,11.9,-1.81,82.39,6-features iGAM
mp-28535,"(1, -2, -1)",Ca2Se3O8_mp-28535_clean_hL8uajx8Y3,Ca4Se6O16,GGA,1224,0,Stable,5.55,-2.04,74.31,6-features iGAM
mp-31761,"(1, 2, -1)",NbFeO4_mp-31761_clean_RokSBZVSGo,Nb4Fe4O16,GGA+U,1731,0,Stable,7.32,-2.03,74.68,6-features iGAM
mp-1103309,"(1, 3, 1)",CuWO4_mp-1103309_clean_kwmuYI4kNm,Cu2W2O8,GGA+U,1194,87.38,Unstable,8.08,-2.01,75.09,6-features iGAM
mp-755358,"(3, -1, 0)",LuAlO3_mp-755358_clean_NXbrv8lNG6,Lu2Al2O6,GGA,2152,61.63,Unstable,6.85,-1.87,80.53,6-features iGAM
mp-19387,"(0, 1, 1)",CdWO4_mp-19387_clean_KU6l9kK5A6,Cd2W2O8,GGA+U,1580,0,Stable,6.58,-1.94,77.8,6-features iGAM
mp-1212686,"(1, 0, 1)",Ga3O5_mp-1212686_clean_yxQK58rUgv,Ga12O20,GGA,1937,119.7,Unstable,7.83,-1.85,81.21,6-features iGAM
mvc-6615,"(0, 1, 0)",BiO2_mvc-6615_clean_eny01IKosg,Bi8O16,GGA,1090,20.72,Meta-stable,3.78,-1.63,88.95,6-features iGAM
mp-998845,"(1, 1, 0)",TlNiO3_mp-998845_clean_mOIxKgQNqN,Tl6Ni6O18,GGA+U,1092,102.35,Unstable,8.7,-1.96,77.11,6-features iGAM
mp-1216392,"(1, 1, 0)",VCrO3_mp-1216392_clean_CpAFRij7qc,V6Cr6O18,GGA+U,1769,7.51,Meta-stable,26.91,-1.89,79.48,6-features iGAM
mp-9158,"(1, 1, 0)",LiCuO2_mp-9158_clean_qQX9K0K56e,Li2Cu2O4,GGA,1070,0,Stable,5.29,-2.09,72.26,6-features iGAM
mp-1478,"(1, 0, 1)",Cu4O3_mp-1478_clean_nMfNplpD44,Cu16O12,GGA,1415,7.52,Meta-stable,6.53,-2,75.77,6-features iGAM
mp-557311,"(1, 0, 1)",Sr2GeO4_mp-557311_clean_SxR7W0qOj7,Sr16Ge8O32,GGA,2156,0,Stable,4.66,-2.09,72.45,6-features iGAM
mp-997012,"(1, 0, 1)",904239835_CuPdO2_mp-997012_clean_9RAKN9CSWt,Cu2Pd2O4,GGA,1065,0,Stable,7.61,-2.06,73.51,6-features iGAM
mp-7988,"(3, -1, 1)",Cs2O_mp-7988_clean_vuEYzXEJRi,Cs6O3,GGA,774,0,Stable,1.99,-1.53,92.59,6-features iGAM
mp-13061,"(3, -1, 0)",51024953_Y2O3_mp-13061_clean_96UxGhtklY,Y2O3,GGA,2677,72.21,Unstable,7.54,-1.96,77.17,6-features iGAM
mp-22006,"(2, 1, 2)",509358681_VMoO5_mp-22006_clean_oVXnGGSlMs,V2Mo2O10,GGA+U,962,15,Meta-stable,7.47,-1.81,82.58,6-features iGAM
mp-1103413,"(0, 0, 1)",ScVO4_mp-1103413_clean_ctBBHzsrjp,Sc4V4O16,GGA+U,1952,32.72,Unstable,9.93,-1.81,82.63,6-features iGAM
mp-9158,"(2, 1, 0)",LiCuO2_mp-9158_clean_tEQGrQ7ZfC,Li2Cu2O4,GGA,1070,0,Stable,5.98,-2.11,71.62,6-features iGAM
mp-1142992,"(0, 1, 0)",Si2SnO6_mp-1142992_clean_3fLTOXnhlV,Si8Sn4O24,GGA,1104,65.09,Unstable,4.6,-1.99,76.01,6-features iGAM
mp-756122,"(0, 1, 0)",Cs3TlO3_mp-756122_clean_LIu7zQ2MIu,Cs12Tl4O12,GGA,790,0,Stable,2.59,-1.64,88.56,6-features iGAM
mp-2697,"(0, 0, 1)",SrO2_mp-2697_clean_bG8YBcnzoO,Sr2O4,GGA,1759,0,Stable,3.49,-1.65,88.35,6-features iGAM
mp-29047,"(0, 0, 1)",Tl3VO4_mp-29047_clean_bSDOIQ76rF,Tl6V2O8,GGA+U,949,0,Stable,5.65,-2.1,71.9,6-features iGAM
mp-25386,"(1, 0, 0)",Li-FeO2-2_mp-25386_clean_LPcor0UoYX,Li8Fe16O32,GGA+U,1674,32.38,Unstable,14.31,-1.92,78.61,6-features iGAM
mp-705424,"(1, 0, 1)",Fe17O18_mp-705424_clean_p4KZY3TFdl,Fe17O18,GGA+U,1966,40.2,Unstable,28.64,-2.01,75.38,6-features iGAM
mp-510076,"(2, 1, 0)",Rb7Au5O2_mp-510076_clean_se81NuhVPs,Rb14Au10O4,GGA,512,0,Stable,0.7,-1.37,98.32,6-features iGAM
mp-12867,"(2, 1, 0)",SrSnO3_mp-12867_clean_oYauxOsk2r,Sr4Sn4O12,GGA,2083,11.47,Meta-stable,5.82,-1.86,80.65,6-features iGAM
mp-5456,"(1, 2, 2)",Sr2CuO3_mp-5456_clean_Jf7g2QNHi7,Sr4Cu2O6,GGA,1409,0,Stable,5.77,-2.04,74.27,6-features iGAM
mp-9986,"(1, 0, 0)",CsAuO_mp-9986_clean_LeMkK7vYKc,Cs8Au8O8,GGA,890,0,Stable,1.62,-1.5,93.84,6-features iGAM
mp-971,"(1, 0, 0)",K2O_mp-971_clean_VkTEbxG4SG,K8O4,GGA,951,0,Stable,1.58,-1.63,88.89,6-features iGAM
mp-996964,"(1, 2, 2)",CdAgO2_mp-996964_clean_WAcXVhMb6U,Cd2Ag2O4,GGA,955,29.85,Unstable,5.2,-1.98,76.23,6-features iGAM
mp-760515,"(1, 0, 1)",Ba3Sr4O7_mp-760515_clean_Byxu6bKDJF,Ba6Sr8O14,GGA,2791,38.8,Unstable,4.64,-1.85,81.11,6-features iGAM
mp-756465,"(0, 0, 1)",VGa2O5_mp-756465_clean_R1DsFRhBiM,V2Ga4O10,GGA+U,1809,43.25,Unstable,10.16,-1.94,77.94,6-features iGAM
mp-5489,"(1, 0, 1)",LuTaO4_mp-5489_clean_r1clCsNrHZ,Lu2Ta2O8,GGA,2304,0,Stable,8.77,-1.84,81.64,6-features iGAM
mp-578610,"(1, 1, 0)",NaMoO2_mp-578610_clean_BNX4uRg9jc,Na3Mo3O6,GGA+U,1130,0,Stable,20.41,-2.05,73.87,6-features iGAM
mp-997007,"(1, 0, -1)",AgPtO2_mp-997007_clean_PTjw4E8IaJ,Ag4Pt4O8,GGA,533,40.82,Unstable,4.36,-2.02,74.7,6-features iGAM
mp-1183393,"(3, 1, 0)",BaTlO3_mp-1183393_clean_XpQl2D6Wue,Ba1Tl1O3,GGA,1239,119.24,Unstable,3.06,-1.54,92.16,6-features iGAM
mp-997054,"(3, 1, -3)",51024953_CuBiO2_mp-997054_clean_lReQ3416qU,Cu2Bi2O4,GGA,969,9.78,Meta-stable,4.33,-1.89,79.68,6-features iGAM
mp-754171,"(2, 1, 2)",CsRbO_mp-754171_clean_E5ZqYRD0Ma,Cs4Rb4O4,GGA,674,64.48,Unstable,1.32,-1.42,96.61,6-features iGAM
mp-753467,"(1, 1, 0)",TaCrO4_mp-753467_clean_uYkMCy1eB5,Ta4Cr4O16,GGA+U,2239,0,Stable,9.49,-1.95,77.49,6-features iGAM
mp-997038,"(1, 2, 1)",AgPdO2_mp-997038_clean_P3ZAXloFoE,Ag2Pd2O4,GGA,733,0,Stable,3.53,-1.87,80.22,6-features iGAM
mp-1101682,"(1, 2, 1)",Na5SbO5_mp-1101682_clean_oBj467ndnV,Na10Sb2O10,GGA,1398,1.32,Meta-stable,4.87,-2.03,74.45,6-features iGAM
mp-756683,"(0, 1, -1)",HfBiO4_mp-756683_clean_AAEoxBn1N6,Hf4Bi4O16,GGA,1754,20.24,Meta-stable,4.22,-1.68,87.06,6-features iGAM
mp-1104837,"(1, 0, 1)",Ta2O5_mp-1104837_clean_TisfkAFD6b,Ta4O10,GGA,2085,44.49,Unstable,1.97,-1.26,102.39,6-features iGAM
mp-757196,"(1, 0, -1)",Hg2W2O7_mp-757196_clean_Y59q207DJM,Hg4W4O14,GGA+U,1011,43.43,Unstable,9.38,-2.09,72.38,6-features iGAM
mp-1187189,"(3, 3, 1)",TaAgO3_mp-1187189_clean_jVqLwcPa63,Ta1Ag1O3,GGA,1337,35.48,Unstable,4.05,-1.66,87.76,6-features iGAM
mp-542897,"(0, 1, 0)",BaIrO3_mp-542897_clean_g6LEHktbdj,Ba12Ir12O36,GGA,1893,16.26,Meta-stable,5.1,-1.88,79.89,6-features iGAM
mp-18740,"(1, 0, 1)",V2Cd2O7_mp-18740_clean_1EzZq9dcY5,V4Cd4O14,GGA+U,1259,0,Stable,8.08,-1.98,76.41,6-features iGAM
mp-565203,"(1, 0, 0)",Mn2O3_mp-565203_clean_0uMbnaWial,Mn32O48,GGA+U,1912,0.16,Meta-stable,15.77,-1.99,75.86,6-features iGAM
mp-757546,"(1, 0, 0)",K3Ta8O21_mp-757546_clean_fcnuc4rTah,K6Ta16O42,GGA,1761,0,Stable,7.38,-2.05,73.83,6-features iGAM
mp-2229,"(2, 2, 1)",ZnO_mp-2229_clean_tNiNOtKsoB,Zn4O4,GGA,2121,147.27,Unstable,9.38,-2.09,72.32,6-features iGAM
mp-754107,"(1, 0, 0)",Y-BiO2-3_mp-754107_clean_N7SKX544e7,Y6Bi18O36,GGA,1534,44.28,Unstable,4.45,-2.03,74.53,6-features iGAM
mp-1183405,"(1, 1, 0)",123212059559_BaZnO3_mp-1183405_clean_KTutbaqb3C,Ba1Zn1O3,GGA,1638,174.29,Unstable,3.37,-1.7,86.58,6-features iGAM
mp-1224305,"(1, 0, 0)",HfTiO4_mp-1224305_clean_8TmvAzfO33,Hf2Ti2O8,GGA,2152,48.02,Unstable,4.45,-1.91,78.78,6-features iGAM
mp-19231,"(1, 1, 0)",Mn-SbO2-2_mp-19231_clean_FYSuZJ1yI6,Mn4Sb8O16,GGA+U,1487,0,Stable,7.4,-2.04,74.2,6-features iGAM
mp-565970,"(1, 1, 1)",BaWO4_mp-565970_clean_45FGS6KkX4,Ba4W4O16,GGA+U,1849,2.87,Meta-stable,18.53,-2.01,75.42,6-features iGAM
mp-35718,"(1, 1, 0)",Ta4SnO12_mp-35718_clean_iKAoF7kT2m,Ta8Sn2O24,GGA,2008,255.4,Unstable,2.72,-1.45,95.44,6-features iGAM
mp-753619,"(1, 1, 2)",BaSrO2_mp-753619_clean_306CoRkchK,Ba1Sr1O2,GGA,2785,53.53,Unstable,4.89,-2.04,74.03,6-features iGAM
mp-3319,"(1, 0, 0)",1016015_Mg-RhO2-2_mp-3319_clean_BDQKbi1PLm,Mg8Rh16O32,GGA,1711,10.94,Meta-stable,6.5,-1.92,78.7,6-features iGAM
mp-1215738,"(1, 1, 0)",ZnNi4O5_mp-1215738_clean_PueyUQQV9e,Zn2Ni8O10,GGA+U,1824,48.89,Unstable,24.89,-2.03,74.41,6-features iGAM
mp-1093993,"(2, 0, 1)",69019397_ZnO_mp-1093993_clean_6pdbcrgOp6,Zn4O4,GGA,2121,23.13,Meta-stable,6.89,-1.91,79.07,6-features iGAM
mp-5532,"(2, 1, 2)",Sr2TiO4_mp-5532_clean_7hJfIwEzqK,Sr4Ti2O8,GGA,2166,0,Stable,6.97,-1.87,80.43,6-features iGAM
mp-752538,"(2, -2, 1)",KSnO2_mp-752538_clean_tt1wOnqCEP,K4Sn4O8,GGA,950,18.28,Meta-stable,4.41,-1.89,79.73,6-features iGAM
mvc-10473,"(1, 1, 1)",MgSn4O9_mvc-10473_clean_32KVogQ5hN,Mg2Sn8O18,GGA,1570,206.81,Unstable,5.83,-1.93,78.14,6-features iGAM
mp-752683,"(1, 0, 0)",MnCd6O8_mp-752683_clean_9IKySyGsqs,Mn4Cd24O32,GGA+U,1811,7.66,Meta-stable,6.72,-1.91,78.88,6-features iGAM
mp-867920,"(1, 1, 0)",123212059559_K2Rh2O5_mp-867920_clean_dMnORSO9Kt,K2Rh2O5,GGA,1264,0,Stable,3.82,-1.81,82.39,6-features iGAM
mp-30058,"(2, -1, 3)",TlSbO3_mp-30058_clean_Iv9rcOloW0,Tl6Sb6O18,GGA,1076,0.22,Meta-stable,7.19,-1.97,76.73,6-features iGAM
mvc-8086,"(1, 0, 0)",Sn-GeO3-2_mvc-8086_clean_KKAKmLjybk,Sn4Ge8O24,GGA,1334,42.2,Unstable,7.61,-1.97,76.89,6-features iGAM
mp-19424,"(1, 1, 0)",TiCoO3_mp-19424_clean_OLHuLKHhf1,Ti6Co6O18,GGA+U,1838,3.15,Meta-stable,21.71,-2.04,74.33,6-features iGAM
mp-30972,"(0, 1, 0)",Na2Sb4O7_mp-30972_clean_WEWZaqF07J,Na8Sb16O28,GGA,1754,0,Stable,4.96,-2.09,72.27,6-features iGAM
mp-15960,"(0, 1, 0)",Li5AlO4_mp-15960_clean_7LHZATV1AZ,Li40Al8O32,GGA,1675,0,Stable,9.52,-2.09,72.18,6-features iGAM
mp-29455,"(1, 1, -1)",Ga4GeO8_mp-29455_clean_sh8jzAgUQE,Ga8Ge2O16,GGA,1637,0,Stable,8.14,-2.12,71.25,6-features iGAM
mp-1176493,"(1, 2, 1)",MgReO4_mp-1176493_clean_fHqKT29KSr,Mg2Re2O8,GGA,1430,107.14,Unstable,9.74,-2.03,74.47,6-features iGAM
mp-19410,"(1, 0, 0)",ZnCr2O4_mp-19410_clean_y8cnF5qgMv,Zn8Cr16O32,GGA+U,1932,0,Stable,14.72,-2.05,73.63,6-features iGAM
mp-554089,"(1, 1, 1)",SiO2_mp-554089_clean_W1KSZhaE8X,Si4O8,GGA,1941,2.59,Meta-stable,6.99,-1.86,80.68,6-features iGAM
mp-28812,"(1, 0, 1)",Ag5BiO4_mp-28812_clean_56ZvFaS18E,Ag20Bi4O16,GGA,1071,0,Stable,3.86,-1.89,79.69,6-features iGAM
mp-1643016,"(1, 2, 2)",VWO4_mp-1643016_clean_GICmDUtn4n,V4W4O16,GGA+U,1549,48.11,Unstable,10.6,-1.94,77.71,6-features iGAM
mp-1101623,"(0, 0, 1)",Y3NbO7_mp-1101623_clean_DHhsoFQ3hU,Y12Nb4O28,GGA,2371,254.32,Unstable,4.28,-1.76,84.2,6-features iGAM
mp-1276230,"(1, 0, -1)",V2Si2O7_mp-1276230_clean_Qe4PsjIiV5,V2Si2O7,GGA+U,1569,39.8,Unstable,13.78,-2.06,73.54,6-features iGAM
mvc-687,"(2, -1, 2)",Bi-WO4-2_mvc-687_clean_j3J51jl8nK,Bi1W2O8,GGA+U,1092,109.06,Unstable,9.3,-1.94,77.86,6-features iGAM
mp-755072,"(1, 2, 3)",90423983501299385769012_Na2O_mp-755072_clean_ddGLrnnyaP,Na4O2,GGA,1423,36.47,Unstable,3.04,-1.54,92.21,6-features iGAM
mp-17899,"(1, 1, 0)",Mn3V2O8_mp-17899_clean_o7Nh4myxpL,Mn12V8O32,GGA+U,1670,0,Stable,14.55,-1.97,76.83,6-features iGAM
mp-1184751,"(1, 1, 0)",1012112_InSiO3_mp-1184751_clean_sePTKA7isu,In1Si1O3,GGA,1457,561.97,Unstable,5.58,-2.05,73.75,6-features iGAM
mp-5052,"(1, 2, 0)",TiCdO3_mp-5052_clean_EvNClQU0I5,Ti4Cd4O12,GGA,1739,38.74,Unstable,6.46,-1.81,82.41,6-features iGAM
mp-1183289,"(3, 1, 0)",BaScO3_mp-1183289_clean_3fb5uCq1lw,Ba1Sc1O3,GGA,2446,26.7,Unstable,3.27,-1.56,91.44,6-features iGAM
mp-17844,"(1, 0, 0)",SnWO4_mp-17844_clean_wGdhgaMC1S,Sn4W4O16,GGA+U,1378,131.16,Unstable,10.35,-2.04,74.28,6-features iGAM
mp-1222192,"(2, 0, 3)",235508583253254_Mg2AlO6_mp-1222192_clean_IaA7P2khgR,Mg2Al1O6,GGA,2071,501.88,Unstable,2.09,-1.41,96.84,6-features iGAM
mp-33857,"(1, 0, 0)",CrSbO4_mp-33857_clean_CHDsIYZGTc,Cr2Sb2O8,GGA+U,1723,0,Stable,9.19,-2.03,74.68,6-features iGAM
mp-656884,"(2, 1, 2)",Ni9O10_mp-656884_clean_5IC4FkNPWj,Ni9O10,GGA+U,2177,46.65,Unstable,23.82,-1.96,76.99,6-features iGAM
mp-1205049,"(0, 1, 0)",SiAg5O4_mp-1205049_clean_gMs1dusp1n,Si4Ag20O16,GGA,1125,44,Unstable,5.55,-2.15,70.16,6-features iGAM
mp-1097041,"(1, 1, 1)",IrO3_mp-1097041_clean_JlY9w0yjsk,Ir8O24,GGA,1728,0,Stable,6.69,-2.05,73.66,6-features iGAM
